timestamp,pacer_backlog_data
10.000000100000,0.00
10.000001120000,84.00
10.000002140000,0.00
10.000003160000,0.00
10.000004180000,0.00
10.000005200000,1538.00
10.000006220000,1092.00
10.000007240000,646.00
10.000008260000,1738.00
10.000009280000,1292.00
10.000010300000,846.00
10.000011320000,1938.00
10.000012340000,1492.00
10.000013360000,1046.00
10.000014380000,600.00
10.000015400000,1692.00
10.000016420000,1246.00
10.000017440000,800.00
10.000018460000,1892.00
10.000019480000,1446.00
10.000020500000,1000.00
10.000021520000,2092.00
10.000022540000,1646.00
10.000023560000,1200.00
10.000024580000,754.00
10.000025600000,1846.00
10.000026620000,1400.00
10.000027640000,954.00
10.000028660000,2046.00
10.000029680000,1600.00
10.000030700000,1154.00
10.000031720000,708.00
10.000032740000,1800.00
10.000033760000,1354.00
10.000034780000,908.00
10.000035800000,2000.00
10.000036820000,1554.00
10.000037840000,1108.00
10.000038860000,662.00
10.000039880000,1754.00
10.000040900000,1308.00
10.000041920000,862.00
10.000042940000,1954.00
10.000043960000,1508.00
10.000044980000,1062.00
10.000046000000,616.00
10.000047020000,1708.00
10.000048040000,1262.00
10.000049060000,816.00
10.000050080000,1908.00
10.000051100000,1462.00
10.000052120000,1016.00
10.000053140000,570.00
10.000054160000,1662.00
10.000055180000,1216.00
10.000056200000,770.00
10.000057220000,1862.00
10.000058240000,1416.00
10.000059260000,970.00
10.000060280000,2062.00
10.000061300000,1616.00
10.000062320000,1170.00
10.000063340000,724.00
10.000064360000,1816.00
10.000065380000,1370.00
10.000066400000,924.00
10.000067420000,2016.00
10.000068440000,1570.00
10.000069460000,1124.00
10.000070480000,678.00
10.000071500000,1770.00
10.000072520000,1324.00
10.000073540000,878.00
10.000074560000,1970.00
10.000075580000,1524.00
10.000076600000,1078.00
10.000077620000,632.00
10.000078640000,1724.00
10.000079660000,1278.00
10.000080680000,832.00
10.000081700000,1924.00
10.000082720000,1478.00
10.000083740000,1032.00
10.000084760000,586.00
10.000085780000,1678.00
10.000086800000,1232.00
10.000087820000,786.00
10.000088840000,1878.00
10.000089860000,1432.00
10.000090880000,986.00
10.000091900000,2078.00
10.000092920000,1632.00
10.000093940000,1186.00
10.000094960000,740.00
10.000095980000,1832.00
10.000097000000,1386.00
10.000098020000,940.00
10.000099040000,2032.00
10.000100060000,1586.00
10.000101080000,1140.00
10.000102100000,694.00
10.000103120000,1786.00
10.000104140000,1340.00
10.000105160000,894.00
10.000106180000,1986.00
10.000107200000,1540.00
10.000108220000,1094.00
10.000109240000,648.00
10.000110260000,1740.00
10.000111280000,1294.00
10.000112300000,848.00
10.000113320000,1940.00
10.000114340000,1494.00
10.000115360000,1048.00
10.000116380000,602.00
10.000117400000,1694.00
10.000118420000,1248.00
10.000119440000,802.00
10.000120460000,1894.00
10.000121480000,1448.00
10.000122500000,1002.00
10.000123520000,2094.00
10.000124540000,1648.00
10.000125560000,1202.00
10.000126580000,756.00
10.000127600000,1848.00
10.000128620000,1402.00
10.000129640000,956.00
10.000130660000,2048.00
10.000131680000,1320.00
10.000132700000,0.00
10.000133720000,0.00
10.000134740000,0.00
10.000135760000,0.00
10.000136780000,0.00
10.000137800000,0.00
10.000138820000,0.00
10.000139840000,0.00
10.000140860000,0.00
10.000141880000,0.00
10.000142900000,0.00
10.000143920000,0.00
10.000144940000,0.00
10.000145960000,0.00
10.000146980000,0.00
10.000148000000,0.00
10.000149020000,0.00
10.000150040000,0.00
10.000151060000,0.00
10.000152080000,0.00
10.000153100000,0.00
10.000154120000,0.00
10.000155140000,0.00
10.000156160000,0.00
10.000157180000,0.00
10.000158200000,0.00
10.000159220000,0.00
10.000160240000,0.00
10.000161260000,0.00
10.000162280000,0.00
10.000163300000,0.00
10.000164320000,0.00
10.000165340000,0.00
10.000166360000,0.00
10.000167380000,0.00
10.000168400000,0.00
10.000169420000,0.00
10.000170440000,0.00
10.000171460000,0.00
10.000172480000,0.00
10.000173500000,0.00
10.000174520000,0.00
10.000175540000,0.00
10.000176560000,0.00
10.000177580000,0.00
10.000178600000,0.00
10.000179620000,0.00
10.000180640000,0.00
10.000181660000,0.00
10.000182680000,0.00
10.000183700000,0.00
10.000184720000,0.00
10.000185740000,0.00
10.000186760000,0.00
10.000187780000,0.00
10.000188800000,0.00
10.000189820000,0.00
10.000190840000,0.00
10.000191860000,0.00
10.000192880000,0.00
10.000193900000,0.00
10.000194920000,0.00
10.000195940000,0.00
10.000196960000,0.00
10.000197980000,0.00
10.000199000000,0.00
10.000200020000,0.00
10.000201040000,0.00
10.000202060000,0.00
10.000203080000,0.00
10.000204100000,0.00
10.000205120000,0.00
10.000206140000,0.00
10.000207160000,0.00
10.000208180000,0.00
10.000209200000,0.00
10.000210220000,0.00
10.000211240000,0.00
10.000212260000,0.00
10.000213280000,0.00
10.000214300000,0.00
10.000215320000,0.00
10.000216340000,0.00
10.000217360000,0.00
10.000218380000,0.00
10.000219400000,0.00
10.000220420000,0.00
10.000221440000,0.00
10.000222460000,0.00
10.000223480000,0.00
10.000224500000,0.00
10.000225520000,0.00
10.000226540000,0.00
10.000227560000,0.00
10.000228580000,0.00
10.000229600000,0.00
10.000230620000,0.00
10.000231640000,0.00
10.000232660000,0.00
10.000233680000,0.00
10.000234700000,0.00
10.000235720000,0.00
10.000236740000,0.00
10.000237760000,0.00
10.000238780000,0.00
10.000239800000,0.00
10.000240820000,0.00
10.000241840000,0.00
10.000242860000,0.00
10.000243880000,0.00
10.000244900000,0.00
10.000245920000,0.00
10.000246940000,0.00
10.000247960000,0.00
10.000248980000,0.00
10.000250000000,0.00
10.000251020000,0.00
10.000252040000,0.00
10.000253060000,0.00
10.000254080000,0.00
10.000255100000,0.00
10.000256120000,0.00
10.000257140000,0.00
10.000258160000,0.00
10.000259180000,0.00
10.000260200000,0.00
10.000261220000,0.00
10.000262240000,0.00
10.000263260000,0.00
10.000264280000,0.00
10.000265300000,0.00
10.000266320000,0.00
10.000267340000,0.00
10.000268360000,0.00
10.000269380000,0.00
10.000270400000,0.00
10.000271420000,0.00
10.000272440000,0.00
10.000273460000,0.00
10.000274480000,0.00
10.000275500000,0.00
10.000276520000,0.00
10.000277540000,0.00
10.000278560000,0.00
10.000279580000,0.00
10.000280600000,0.00
10.000281620000,0.00
10.000282640000,0.00
10.000283660000,0.00
10.000284680000,0.00
10.000285700000,0.00
10.000286720000,0.00
10.000287740000,0.00
10.000288760000,0.00
10.000289780000,0.00
10.000290800000,0.00
10.000291820000,0.00
10.000292840000,0.00
10.000293860000,0.00
10.000294880000,0.00
10.000295900000,0.00
10.000296920000,0.00
10.000297940000,0.00
10.000298960000,0.00
10.000299980000,0.00
10.000301000000,0.00
10.000302020000,0.00
10.000303040000,0.00
10.000304060000,0.00
10.000305080000,0.00
10.000306100000,0.00
10.000307120000,0.00
10.000308140000,0.00
10.000309160000,0.00
10.000310180000,0.00
10.000311200000,0.00
10.000312220000,0.00
10.000313240000,0.00
10.000314260000,0.00
10.000315280000,0.00
10.000316300000,0.00
10.000317320000,0.00
10.000318340000,0.00
10.000319360000,0.00
10.000320380000,0.00
10.000321400000,0.00
10.000322420000,0.00
10.000323440000,0.00
10.000324460000,0.00
10.000325480000,0.00
10.000326500000,0.00
10.000327520000,0.00
10.000328540000,0.00
10.000329560000,0.00
10.000330580000,0.00
10.000331600000,0.00
10.000332620000,0.00
10.000333640000,0.00
10.000334660000,0.00
10.000335680000,0.00
10.000336700000,0.00
10.000337720000,0.00
10.000338740000,0.00
10.000339760000,0.00
10.000340780000,0.00
10.000341800000,0.00
10.000342820000,0.00
10.000343840000,0.00
10.000344860000,0.00
10.000345880000,0.00
10.000346900000,0.00
10.000347920000,0.00
10.000348940000,0.00
10.000349960000,0.00
10.000350980000,0.00
10.000352000000,0.00
10.000353020000,0.00
10.000354040000,0.00
10.000355060000,0.00
10.000356080000,0.00
10.000357100000,0.00
10.000358120000,0.00
10.000359140000,0.00
10.000360160000,0.00
10.000361180000,0.00
10.000362200000,0.00
10.000363220000,0.00
10.000364240000,0.00
10.000365260000,0.00
10.000366280000,0.00
10.000367300000,0.00
10.000368320000,0.00
10.000369340000,0.00
10.000370360000,0.00
10.000371380000,0.00
10.000372400000,0.00
10.000373420000,0.00
10.000374440000,0.00
10.000375460000,0.00
10.000376480000,0.00
10.000377500000,0.00
10.000378520000,0.00
10.000379540000,0.00
10.000380560000,0.00
10.000381580000,0.00
10.000382600000,0.00
10.000383620000,0.00
10.000384640000,0.00
10.000385660000,0.00
10.000386680000,0.00
10.000387700000,0.00
10.000388720000,0.00
10.000389740000,0.00
10.000390760000,0.00
10.000391780000,0.00
10.000392800000,0.00
10.000393820000,0.00
10.000394840000,0.00
10.000395860000,0.00
10.000396880000,0.00
10.000397900000,0.00
10.000398920000,0.00
10.000399940000,0.00
